year,student_id,gender,race,class,region,discrimination_complaint
1999,S300307,F,white,11B,ohio,0
1999,S300308,F,white,11A,california,0
1999,S300309,F,white,10A,new_york,0
1999,S300310,M,white,12B,texas,1
1999,S300311,F,white,11B,georgia,0
1999,S300312,F,white,11A,georgia,0
1999,S300313,M,white,10B,illinois,0
1999,S300314,F,white,11A,pennsylvania,0
1999,S300315,F,white,11B,new_york,0
1999,S300316,M,white,12B,michigan,0
1999,S300317,F,white,10A,california,0
1999,S300318,M,white,12A,pennsylvania,0
1999,S300319,F,white,11B,florida,0
1999,S300320,M,white,12A,california,0
1999,S300321,F,white,10A,georgia,0
1999,S300322,M,white,11B,new_york,0
1999,S300323,M,white,11B,north_carolina,0
1999,S300324,F,white,10B,north_carolina,0
1999,S300325,F,white,11A,illinois,0
1999,S300326,F,white,10A,pennsylvania,0
1999,S300327,F,white,11B,north_carolina,0
1999,S300328,F,white,11A,new_york,0
1999,S300329,M,white,10B,new_york,0
1999,S300330,M,white,10A,california,0
1999,S300331,M,white,10B,california,0
1999,S300332,M,white,12B,florida,0
1999,S300333,M,white,10B,illinois,0
1999,S300334,M,white,10A,pennsylvania,0
1999,S300335,F,white,10B,michigan,0
1999,S300336,F,white,12A,georgia,0
1999,S300337,F,white,11B,texas,0
1999,S300338,M,white,11B,illinois,0
1999,S300339,F,white,10A,pennsylvania,0
1999,S300340,F,white,10A,north_carolina,0
1999,S300341,F,white,10B,pennsylvania,0
1999,S300342,F,white,10A,north_carolina,0
1999,S300343,M,white,11A,pennsylvania,0
1999,S300344,M,white,11A,ohio,0
1999,S300345,M,white,11A,texas,0
1999,S300346,M,white,10B,new_york,0
1999,S300347,M,white,11B,new_york,0
1999,S300348,M,white,12A,illinois,0
1999,S300349,M,white,10B,illinois,0
1999,S300350,F,white,12B,pennsylvania,0
1999,S300351,M,white,11B,ohio,0
1999,S300352,F,white,11A,north_carolina,0
1999,S300353,F,white,10B,pennsylvania,0
1999,S300354,M,white,11A,florida,1
1999,S300355,F,white,11B,michigan,0
1999,S300356,F,white,10A,michigan,0
1999,S300357,F,white,11A,ohio,0
1999,S300359,F,white,10A,texas,0
1999,S300360,F,white,11A,ohio,0
1999,S300361,M,white,11A,north_carolina,0
1999,S300362,F,white,12A,georgia,0
1999,S300363,F,white,12B,california,0
1999,S300364,F,white,12B,california,0
1999,S300365,F,white,12B,texas,0
1999,S300366,F,white,10A,pennsylvania,0
1999,S300367,M,white,10A,michigan,0
1999,S300368,M,white,10A,california,0
1999,S300369,M,white,11A,pennsylvania,0
1999,S300370,F,white,11B,new_york,0
1999,S300371,M,white,10A,florida,0
1999,S300372,M,white,10A,texas,0
1999,S300373,M,white,11B,california,0
1999,S300374,F,white,11A,pennsylvania,0
1999,S300375,M,white,10B,new_york,0
1999,S300378,F,white,11B,ohio,0
1999,S300379,F,white,10B,texas,0
1999,S300380,F,white,10B,ohio,0
1999,S300381,F,white,11A,georgia,0
1999,S300382,M,white,10A,pennsylvania,0
1999,S300383,F,white,10B,pennsylvania,0
1999,S300384,M,white,10A,california,0
1999,S300385,F,white,11A,north_carolina,0
1999,S300386,M,white,12B,florida,0
1999,S300387,M,white,11B,pennsylvania,0
1999,S300388,F,white,11A,michigan,0
1999,S300389,F,white,10B,pennsylvania,0
1999,S300390,M,white,10A,illinois,0
1999,S300391,M,white,11A,florida,0
1999,S300392,M,white,10A,pennsylvania,0
1999,S300393,F,white,12B,pennsylvania,0
1999,S300394,M,white,11B,north_carolina,0
1999,S300395,M,white,10A,north_carolina,0
1999,S300396,F,white,11B,florida,0
1999,S300397,M,white,11A,california,0
1999,S300398,F,white,11B,california,0
1999,S300399,F,white,10A,georgia,0
1999,S300400,M,white,12B,north_carolina,0
1999,S300401,F,white,11A,texas,0
1999,S300402,M,white,10B,florida,0
1999,S300403,M,white,12B,illinois,0
1999,S300404,M,white,12A,pennsylvania,0
1999,S300405,F,white,11A,ohio,0
1999,S300406,F,white,12B,illinois,0
1999,S300407,F,white,12A,illinois,0
1999,S300408,F,white,10A,florida,1
1999,S300409,M,white,10A,florida,0
1999,S300410,M,white,10A,florida,0
1999,S300411,M,white,12B,florida,0
1999,S300412,F,white,10B,north_carolina,0
1999,S300413,F,white,12B,texas,0
1999,S300414,F,white,11A,ohio,0
1999,S300415,M,white,10B,texas,0
1999,S300416,M,white,11B,texas,0
1999,S300417,M,white,10B,texas,0
1999,S300418,M,white,12B,florida,0
1999,S300419,F,white,12A,florida,0
1999,S300420,M,white,10A,michigan,0
1999,S300421,M,white,10B,michigan,0
1999,S300422,F,white,12A,georgia,0
1999,S300423,F,white,10B,new_york,0
1999,S300424,M,white,11B,north_carolina,0
1999,S300425,M,white,10B,florida,0
1999,S300426,M,white,10A,california,0
1999,S300427,F,white,10A,north_carolina,0
1999,S300429,F,white,12B,new_york,0
1999,S300430,F,white,12B,ohio,0
1999,S300432,F,white,12A,pennsylvania,0
1999,S300433,M,white,10A,california,0
1999,S300434,F,white,10B,new_york,0
1999,S300435,F,white,11A,texas,0
1999,S300436,M,white,11A,ohio,0
1999,S300437,M,white,11B,michigan,1
1999,S300438,F,white,10A,texas,0
1999,S300439,F,white,11A,north_carolina,0
1999,S300440,F,white,10A,california,1
1999,S300441,F,white,12B,michigan,0
1999,S300443,F,white,11A,ohio,0
1999,S300444,M,white,12B,florida,0
1999,S300445,M,white,11B,pennsylvania,0
1999,S300446,M,white,10A,florida,0
1999,S300447,F,white,11A,florida,0
1999,S300448,F,white,12B,ohio,0
1999,S300449,F,white,11B,california,0
1999,S300450,M,white,10A,new_york,0
1999,S300451,F,white,12B,illinois,0
1999,S300452,M,white,12A,ohio,0
1999,S300454,F,white,12A,florida,0
1999,S300455,F,white,11B,ohio,0
1999,S300456,F,white,10A,michigan,0
1999,S300457,F,white,10A,pennsylvania,0
1999,S300458,F,white,10B,new_york,0
1999,S300459,M,white,11A,illinois,0
1999,S300460,M,white,11B,pennsylvania,0
1999,S300461,M,white,12B,texas,0
1999,S300462,M,white,12B,north_carolina,0
1999,S300463,M,white,10B,georgia,0
1999,S300465,M,white,12B,michigan,0
1999,S300466,M,white,10B,georgia,0
1999,S300467,M,white,10A,florida,0
1999,S300468,F,white,12A,california,0
1999,S300469,F,white,10B,ohio,0
1999,S300470,M,white,11A,north_carolina,0
1999,S300471,F,white,10A,michigan,0
1999,S300472,F,white,10B,north_carolina,0
1999,S300473,M,white,10B,michigan,0
1999,S300474,F,white,11A,california,1
1999,S300475,F,white,11B,texas,1
1999,S300476,M,white,10B,illinois,0
1999,S300477,F,white,12A,california,0
1999,S300478,F,white,12B,georgia,0
1999,S300479,M,white,12B,new_york,0
1999,S300480,F,white,10B,michigan,0
1999,S300481,M,white,12B,georgia,0
1999,S300482,M,white,11B,north_carolina,0
1999,S300483,M,white,10A,north_carolina,0
1999,S300484,F,white,12A,florida,0
1999,S300485,F,white,10A,california,0
1999,S300486,M,white,10B,michigan,0
1999,S300487,F,white,10A,illinois,0
1999,S300488,F,white,11B,georgia,0
1999,S300489,F,white,11A,ohio,0
1999,S300490,M,white,11B,georgia,0
1999,S300491,M,white,12B,illinois,0
1999,S300494,M,white,10B,california,0
1999,S300495,F,white,11A,illinois,0
1999,S300496,F,white,10B,michigan,0
1999,S300497,M,white,12B,north_carolina,0
1999,S300498,F,white,11A,north_carolina,0
1999,S300499,M,white,11A,georgia,1
1999,S300500,F,white,10B,illinois,0
1999,S300502,F,white,11B,north_carolina,0
1999,S300503,F,white,10A,new_york,0
1999,S300504,M,white,10A,georgia,0
1999,S300505,F,white,12B,texas,0
1999,S300506,M,white,11B,michigan,0
1999,S300507,M,white,10B,north_carolina,0
1999,S300508,F,white,12A,texas,0
1999,S300510,M,white,11B,california,0
1999,S300511,M,white,11A,new_york,0
1999,S300512,M,white,11B,north_carolina,0
1999,S300513,M,white,10A,north_carolina,0
1999,S300515,M,white,11A,ohio,0
1999,S300516,M,white,10B,pennsylvania,0
1999,S300517,M,white,11A,texas,0
1999,S300518,M,white,10B,north_carolina,0
1999,S300519,M,white,12A,georgia,0
1999,S300520,F,white,11B,ohio,1
1999,S300521,M,white,10B,new_york,0
1999,S300522,F,white,10A,illinois,0
1999,S300524,M,white,10A,texas,0
1999,S300525,M,white,10B,north_carolina,0
1999,S300526,F,white,11A,new_york,0
1999,S300527,M,white,10B,ohio,0
1999,S300528,M,white,10B,pennsylvania,0
1999,S300529,F,white,10B,texas,0
1999,S300530,M,white,10B,texas,0
1999,S300532,F,white,11B,new_york,0
1999,S300533,M,white,12A,pennsylvania,0
1999,S300534,M,white,10A,texas,0
1999,S300535,M,white,10B,michigan,0
1999,S300536,F,white,11B,texas,0
1999,S300537,F,white,12A,ohio,0
1999,S300538,M,white,10A,texas,0
1999,S300539,F,white,10A,illinois,0
1999,S300541,F,white,12A,ohio,0
1999,S300542,F,white,10B,california,0
1999,S300543,M,white,10A,california,0
1999,S300544,F,white,11A,texas,0
1999,S300545,F,white,11A,north_carolina,0
1999,S300546,M,white,10A,california,0
1999,S300547,F,white,11A,florida,1
1999,S300548,M,white,12A,georgia,0
1999,S300549,M,white,10A,texas,0
1999,S300550,M,white,10A,texas,0
1999,S300551,F,white,11B,illinois,0
1999,S300552,M,white,10B,north_carolina,0
1999,S300553,M,white,11B,new_york,0
1999,S300554,M,white,12B,georgia,0
1999,S300555,F,white,10B,florida,0
1999,S300556,M,white,11B,illinois,0
1999,S300557,M,white,10B,florida,0
1999,S300558,F,white,10B,texas,0
1999,S300559,M,white,11B,florida,0
1999,S300560,F,white,11B,california,0
1999,S300561,F,white,10B,florida,0
1999,S300562,M,white,10B,michigan,0
1999,S300564,M,white,12B,new_york,0
1999,S300565,F,white,10B,florida,0
1999,S300566,F,white,11A,illinois,0
1999,S300567,F,white,11B,ohio,0
1999,S300568,F,white,10B,michigan,1
1999,S300569,M,white,11A,ohio,0
1999,S300570,M,white,10B,new_york,0
1999,S300571,M,white,12B,texas,0
1999,S300572,F,white,11A,michigan,0
1999,S300573,M,white,12B,texas,0
1999,S300574,F,white,11B,illinois,0
1999,S300575,F,white,12A,illinois,0
1999,S300576,F,white,11B,florida,0
1999,S300577,M,white,11B,new_york,0
1999,S300578,F,white,10B,ohio,0
1999,S300579,F,white,10A,ohio,0
1999,S300580,M,white,12B,texas,0
1999,S300581,M,white,12A,florida,0
1999,S300582,M,white,10A,florida,0
1999,S300583,F,white,10A,new_york,0
1999,S300584,M,white,10B,ohio,0
1999,S300585,M,white,11B,new_york,0
1999,S300586,F,white,10A,california,0
1999,S300588,M,white,10B,ohio,0
1999,S300589,F,white,10B,illinois,0
1999,S300590,F,white,12B,texas,0
1999,S300591,M,white,10B,california,0
1999,S300592,M,white,11B,new_york,0
1999,S300593,F,white,10A,california,0
1999,S300594,M,white,10B,georgia,0
1999,S300595,F,white,10A,california,0
1999,S300596,M,white,10B,california,0
1999,S300598,F,white,11A,texas,0
1999,S300599,M,white,11B,new_york,0
1999,S300600,F,white,11B,michigan,0
1999,S300601,F,white,10B,california,0
1999,S300602,M,white,11B,pennsylvania,0
1999,S300603,F,white,11A,california,0
1999,S300604,M,white,12A,california,0
1999,S300605,M,white,11B,texas,0
1999,S300606,F,white,10B,texas,0
1999,S300607,M,white,10B,north_carolina,0
1999,S300608,M,white,11B,new_york,0
1999,S300609,F,white,11A,new_york,0
1999,S300610,F,white,10B,new_york,0
1999,S300611,F,white,12B,north_carolina,0
1999,S300613,F,white,10A,north_carolina,0
1999,S300614,F,white,10A,illinois,0
1999,S300615,M,white,11B,north_carolina,0
1999,S300616,M,white,10A,north_carolina,1
1999,S300617,F,white,12B,florida,0
1999,S300618,F,white,12A,pennsylvania,0
1999,S300619,F,white,10B,california,0
1999,S300620,F,white,11A,pennsylvania,0
1999,S300621,M,white,12B,texas,0
1999,S300622,F,white,10B,texas,0
1999,S300623,M,white,10A,michigan,0
1999,S300624,F,white,10A,texas,0
1999,S300625,F,white,11A,pennsylvania,0
1999,S300627,F,white,12B,ohio,0
1999,S300628,M,white,10A,pennsylvania,0
1999,S300629,M,white,10B,illinois,0
1999,S300630,M,white,11B,ohio,0
1999,S300631,F,white,11A,illinois,0
1999,S300632,F,white,12A,georgia,0
1999,S300633,M,white,12A,florida,0
1999,S300634,M,white,11B,ohio,0
1999,S300635,F,white,11B,illinois,0
1999,S300636,F,white,10A,pennsylvania,1
1999,S300637,F,white,11B,north_carolina,0
1999,S300638,M,white,11B,illinois,0
1999,S300639,F,white,10B,texas,0
1999,S300640,F,white,12A,north_carolina,0
1999,S300641,F,white,10B,california,0
1999,S300643,M,white,11A,michigan,0
1999,S300644,F,white,11B,california,0
1999,S300645,M,white,11B,pennsylvania,0
1999,S300647,M,white,10B,pennsylvania,1
1999,S300648,F,white,11B,michigan,0
1999,S300649,M,white,10B,new_york,0
1999,S300650,F,white,12A,florida,0
1999,S300652,M,white,12B,georgia,0
1999,S300653,F,white,12B,ohio,0
1999,S300654,F,white,11A,pennsylvania,0
1999,S300655,M,white,12A,michigan,0
1999,S300656,M,white,11B,california,0
1999,S300657,M,white,11B,north_carolina,0
1999,S300658,M,white,10A,north_carolina,0
1999,S300659,F,white,12A,north_carolina,0
1999,S300660,M,white,10A,new_york,0
1999,S300662,M,white,12A,florida,0
1999,S300663,F,white,10A,florida,0
1999,S300665,M,white,11A,florida,0
1999,S300666,M,white,12A,michigan,0
1999,S300667,F,white,12A,ohio,0
1999,S300668,F,white,12B,michigan,0
1999,S300669,F,white,10B,north_carolina,0
1999,S300670,M,white,10B,north_carolina,0
1999,S300671,M,white,10A,new_york,0
1999,S300672,M,white,12B,california,0
1999,S300673,M,white,11A,north_carolina,0
1999,S300674,M,white,10A,illinois,0
1999,S300675,M,white,10A,north_carolina,0
1999,S300676,F,white,10B,ohio,0
1999,S300677,M,white,10B,new_york,0
1999,S300678,M,white,12A,florida,0
1999,S300679,F,white,12A,illinois,0
1999,S300680,M,white,11B,pennsylvania,0
1999,S300681,M,white,10B,illinois,0
1999,S300682,F,white,10B,michigan,0
1999,S300683,F,white,11A,michigan,0
1999,S300684,M,white,10A,north_carolina,0
1999,S300685,M,white,10A,north_carolina,0
1999,S300686,F,white,10A,georgia,0
1999,S300687,F,white,10A,ohio,0
1999,S300688,M,white,10A,north_carolina,0
1999,S300689,F,white,12A,illinois,0
1999,S300690,F,white,11A,ohio,0
1999,S300691,M,white,10A,florida,0
1999,S300692,M,white,11B,michigan,0
1999,S300693,M,white,12A,new_york,0
1999,S300694,M,white,10B,texas,0
1999,S300696,F,white,11B,florida,0
1999,S300697,F,white,11B,new_york,0
1999,S300698,F,white,12A,new_york,0
1999,S300699,M,white,10A,georgia,0
1999,S300700,M,white,10A,illinois,0
1999,S300701,M,white,10A,illinois,0
1999,S300702,M,white,11A,north_carolina,0
1999,S300704,F,white,10B,ohio,0
1999,S300705,F,white,10B,florida,0
1999,S300706,F,white,10A,georgia,0
1999,S300707,M,white,10B,michigan,0
1999,S300708,M,white,11A,florida,0
1999,S300709,M,white,10A,new_york,0
1999,S300710,F,white,11B,georgia,0
1999,S300711,F,white,10A,pennsylvania,0
1999,S300712,F,white,10B,florida,0
1999,S300713,M,white,10A,new_york,0
1999,S300714,F,white,10B,pennsylvania,0
1999,S300717,F,white,10A,california,0
1999,S300719,F,white,12B,florida,0
1999,S300720,F,white,10B,pennsylvania,0
1999,S300721,M,white,12A,florida,0
1999,S300722,F,white,11A,florida,0
1999,S300723,F,white,11A,texas,0
1999,S300724,F,white,11A,georgia,0
1999,S300725,F,white,10A,texas,0
1999,S300726,F,white,12A,california,0
1999,S300727,F,white,12B,ohio,0
1999,S300728,M,white,10B,georgia,0
1999,S300729,M,white,10A,georgia,0
1999,S300730,M,white,10B,north_carolina,0
1999,S300731,F,white,10A,north_carolina,0
1999,S300732,F,white,11B,pennsylvania,0
1999,S300733,M,white,12B,california,0
1999,S300734,F,white,11A,florida,0
1999,S300735,M,white,10A,florida,1
1999,S300736,M,white,11B,california,0
1999,S300737,M,white,12B,illinois,0
1999,S300738,F,white,11B,florida,0
1999,S300739,M,white,11A,georgia,0
1999,S300740,M,white,12A,florida,0
1999,S300741,F,white,10A,illinois,0
1999,S300742,M,white,10A,texas,0
1999,S300743,F,white,10A,new_york,0
1999,S300744,F,white,10B,texas,0
1999,S300745,M,white,10A,pennsylvania,0
1999,S300746,M,white,10A,florida,0
1999,S300747,F,white,12B,illinois,0
1999,S300748,M,white,10B,pennsylvania,0
1999,S300749,F,white,10B,new_york,0
1999,S300750,F,white,11B,california,0
1999,S300751,M,white,10B,pennsylvania,0
1999,S300753,M,white,11B,new_york,0
1999,S300754,M,white,10A,california,0
1999,S300755,F,white,11A,texas,0
1999,S300756,M,white,11A,michigan,0
1999,S300757,F,white,12A,ohio,0
1999,S300758,M,white,12A,texas,0
1999,S300759,F,white,10B,illinois,0
1999,S300760,M,white,11A,north_carolina,0
1999,S300761,F,white,11A,north_carolina,0
1999,S300762,F,white,12A,new_york,0
1999,S300763,M,white,11B,illinois,0
1999,S300764,F,white,10B,california,0
1999,S300766,F,white,10A,california,0
1999,S300767,M,white,10A,michigan,0
1999,S300768,F,white,10B,georgia,0
1999,S300769,M,white,10B,michigan,0
1999,S300770,M,white,10A,texas,1
1999,S300771,F,white,11A,north_carolina,0
1999,S300772,F,white,11B,ohio,0
1999,S300773,F,white,11A,ohio,0
1999,S300774,F,white,10A,texas,0
1999,S300775,F,white,12A,florida,0
1999,S300776,M,white,11A,michigan,0
1999,S300777,M,white,10A,north_carolina,0
1999,S300778,F,white,11A,michigan,0
1999,S300779,F,white,10A,california,0
1999,S300780,F,white,10B,texas,0
1999,S300781,F,white,11A,new_york,0
1999,S300782,F,white,11A,illinois,0
1999,S300783,F,white,11A,michigan,0
1999,S300784,M,white,10B,ohio,0
1999,S300785,F,white,11A,texas,0
1999,S300786,M,white,12A,illinois,0
1999,S300787,M,white,12A,california,0
1999,S300788,F,white,12A,georgia,0
1999,S300789,F,white,12A,california,0
1999,S300791,F,white,10A,michigan,0
1999,S300793,F,white,10B,illinois,0
1999,S300794,F,white,12B,texas,0
1999,S300795,M,white,11B,michigan,0
1999,S300796,M,white,11A,new_york,0
1999,S300797,F,white,12A,california,0
1999,S300800,F,white,12A,michigan,0
1999,S300801,F,black,10B,california,0
1999,S300802,F,black,11A,illinois,1
1999,S300803,F,black,10B,north_carolina,1
1999,S300804,F,black,11B,florida,0
1999,S300805,M,black,12B,texas,1
1999,S300806,F,black,11A,texas,0
1999,S300808,F,black,11B,california,0
1999,S300809,M,black,10A,georgia,0
1999,S300810,M,black,10A,georgia,1
1999,S300811,F,black,11A,ohio,1
1999,S300812,M,black,12B,illinois,1
1999,S300813,F,black,10A,florida,0
1999,S300815,M,black,11B,ohio,0
1999,S300816,F,black,11B,new_york,0
1999,S300817,M,black,11B,california,0
1999,S300818,M,black,11B,florida,0
1999,S300819,F,black,10B,georgia,1
1999,S300820,F,black,10B,georgia,1
1999,S300821,M,black,10A,texas,0
1999,S300822,M,black,12B,pennsylvania,1
1999,S300823,F,black,10B,georgia,0
1999,S300824,F,black,11B,illinois,0
1999,S300825,M,black,10B,new_york,1
1999,S300827,M,black,10B,georgia,0
1999,S300829,M,black,12B,ohio,0
1999,S300830,F,black,10B,michigan,0
1999,S300831,F,black,12A,pennsylvania,1
1999,S300832,F,black,11A,ohio,0
1999,S300833,M,black,12B,texas,0
1999,S300834,F,black,12B,michigan,0
1999,S300835,F,black,12A,north_carolina,1
1999,S300836,F,black,10B,illinois,0
1999,S300837,M,black,11B,pennsylvania,0
1999,S300838,F,black,12B,north_carolina,0
1999,S300839,M,black,12A,texas,1
1999,S300840,M,black,10A,north_carolina,1
1999,S300841,F,black,11B,ohio,1
1999,S300842,F,black,10B,california,0
1999,S300843,M,black,11A,texas,0
1999,S300845,M,black,12A,michigan,1
1999,S300846,M,black,12A,north_carolina,0
1999,S300847,M,black,12A,texas,0
1999,S300848,M,black,10A,california,0
1999,S300849,M,black,11B,texas,1
1999,S300850,M,black,10B,illinois,0
1999,S300851,F,black,12A,north_carolina,0
1999,S300852,F,black,10A,north_carolina,0
1999,S300853,M,black,10A,north_carolina,0
1999,S300854,M,black,10A,georgia,0
1999,S300855,M,black,10B,texas,0
1999,S300857,M,black,11A,new_york,0
1999,S300858,M,black,10B,georgia,1
1999,S300859,M,black,10A,ohio,0
1999,S300860,M,black,11A,california,0
1999,S300862,M,black,12A,texas,1
1999,S300863,F,black,10B,new_york,0
1999,S300866,M,black,11B,georgia,0
1999,S300867,M,black,10B,california,0
1999,S300868,F,black,11B,michigan,0
1999,S300869,F,black,10B,illinois,0
1999,S300870,M,black,11B,north_carolina,0
1999,S300871,F,black,12A,california,0
1999,S300872,M,black,11B,texas,0
1999,S300873,M,black,12B,north_carolina,0
1999,S300874,F,black,10A,texas,0
1999,S300875,M,black,12A,florida,0
1999,S300876,M,black,10A,illinois,0
1999,S300877,F,black,11A,florida,0
1999,S300878,F,black,11B,ohio,1
1999,S300879,M,black,10A,texas,0
1999,S300880,M,black,11B,illinois,0
1999,S300881,F,black,10B,illinois,0
1999,S300882,F,black,11B,new_york,0
1999,S300883,F,black,10A,georgia,1
1999,S300884,M,black,10B,north_carolina,0
1999,S300885,M,black,10A,ohio,0
1999,S300887,F,black,12B,pennsylvania,1
1999,S300888,M,black,10A,georgia,0
1999,S300889,M,black,12B,texas,1
1999,S300890,F,black,12B,georgia,0
1999,S300891,F,black,10B,illinois,0
1999,S300892,F,black,11B,texas,0
1999,S300893,M,black,10A,florida,0
1999,S300895,M,black,11A,ohio,1
1999,S300896,F,black,11A,texas,0
1999,S300897,M,black,10A,georgia,0
1999,S300898,M,black,11B,texas,0
1999,S300899,F,black,10A,illinois,0
1999,S300900,F,black,11B,florida,0
1999,S300901,F,black,10B,new_york,0
1999,S300902,M,black,10B,ohio,0
1999,S300903,M,black,11A,ohio,0
1999,S300904,M,black,11B,pennsylvania,0
1999,S300905,M,black,12A,california,0
1999,S300906,M,black,12B,georgia,1
1999,S300907,F,black,10A,pennsylvania,0
1999,S300908,F,black,10B,north_carolina,1
1999,S300909,F,black,12A,new_york,1
1999,S300910,F,black,10A,florida,0
1999,S300911,F,black,11A,pennsylvania,0
1999,S300912,F,black,10B,michigan,0
1999,S300913,M,black,10A,california,0
1999,S300914,M,black,10B,illinois,0
1999,S300915,F,black,10B,california,0
1999,S300916,F,black,10B,michigan,0
1999,S300917,F,black,11B,north_carolina,0
1999,S300918,M,black,12A,illinois,0
1999,S300920,M,black,10A,texas,0
1999,S300921,F,hispanic,12A,pennsylvania,0
1999,S300924,M,hispanic,10A,texas,0
1999,S300925,F,hispanic,10B,illinois,1
1999,S300926,M,hispanic,10B,illinois,0
1999,S300927,F,hispanic,11A,florida,0
1999,S300928,M,hispanic,10B,florida,0
1999,S300929,M,hispanic,10B,ohio,0
1999,S300930,M,hispanic,11B,california,0
1999,S300931,F,hispanic,11A,new_york,0
1999,S300932,F,hispanic,12B,florida,0
1999,S300933,M,hispanic,11B,new_york,0
1999,S300934,F,hispanic,11B,florida,0
1999,S300935,M,hispanic,12A,ohio,0
1999,S300936,M,hispanic,10A,california,0
1999,S300937,F,hispanic,10A,new_york,0
1999,S300939,M,hispanic,11B,california,1
1999,S300941,M,hispanic,12B,illinois,0
1999,S300942,M,hispanic,12B,texas,0
1999,S300943,F,hispanic,12B,illinois,1
1999,S300944,M,hispanic,10B,new_york,0
1999,S300945,F,hispanic,10B,new_york,0
1999,S300946,F,hispanic,11B,texas,0
1999,S300947,M,hispanic,10B,north_carolina,0
1999,S300948,M,hispanic,12B,georgia,0
1999,S300949,F,hispanic,10B,pennsylvania,0
1999,S300950,F,hispanic,10A,california,0
1999,S300951,M,hispanic,10B,michigan,0
1999,S300952,F,hispanic,11A,ohio,0
1999,S300953,F,hispanic,10B,pennsylvania,0
1999,S300954,M,hispanic,11A,illinois,0
1999,S300955,M,hispanic,11B,illinois,0
1999,S300956,F,hispanic,10B,pennsylvania,0
1999,S300957,F,hispanic,11B,florida,0
1999,S300958,F,hispanic,11A,california,0
1999,S300959,M,hispanic,11B,illinois,1
1999,S300960,M,hispanic,11A,pennsylvania,1
1999,S300961,F,hispanic,10A,ohio,0
1999,S300962,F,hispanic,10A,california,0
1999,S300963,F,hispanic,10A,texas,0
1999,S300964,M,hispanic,10A,pennsylvania,0
1999,S300965,F,hispanic,12A,new_york,0
1999,S300966,F,hispanic,11B,pennsylvania,0
1999,S300967,M,hispanic,11B,ohio,0
1999,S300968,M,hispanic,11A,pennsylvania,0
1999,S300969,M,hispanic,11A,florida,1
1999,S300970,M,hispanic,11A,texas,0
1999,S300971,F,asian,10B,new_york,1
1999,S300972,F,asian,12A,florida,0
1999,S300973,M,asian,12A,new_york,0
1999,S300974,F,asian,10B,north_carolina,0
1999,S300975,F,asian,10B,new_york,0
1999,S300976,M,asian,10A,michigan,1
1999,S300977,M,asian,12A,new_york,0
1999,S300978,F,asian,10A,michigan,0
1999,S300979,M,asian,10B,pennsylvania,0
1999,S300980,M,asian,12A,new_york,0
1999,S300981,F,asian,11A,ohio,0
1999,S300982,F,asian,11A,pennsylvania,0
1999,S300983,F,asian,10A,illinois,0
1999,S300984,F,asian,10B,pennsylvania,0
1999,S300985,F,asian,11A,ohio,0
1999,S300986,F,asian,10A,ohio,1
1999,S300987,M,asian,11A,pennsylvania,0
1999,S300988,M,asian,10B,texas,0
1999,S300990,F,asian,11B,pennsylvania,0
1999,S300991,M,asian,11B,ohio,0
1999,S300992,M,asian,11A,north_carolina,0
1999,S300993,F,asian,10A,texas,0
1999,S300994,M,asian,10B,florida,1
1999,S300995,M,asian,12A,california,1
1999,S300996,M,asian,11A,florida,0
1999,S300997,F,asian,10B,north_carolina,0
1999,S300998,F,asian,11A,florida,0
1999,S300999,F,asian,11B,ohio,0
1999,S301000,M,asian,12A,florida,0
1999,S301002,F,other,12A,georgia,0
1999,S301003,F,other,10B,illinois,0
1999,S301004,F,other,11A,pennsylvania,0
1999,S301005,M,other,10A,ohio,0
1999,S301006,M,other,10B,florida,0
1999,S301007,F,other,10B,california,0
1999,S301008,F,other,11A,michigan,0
1999,S301009,M,other,11B,georgia,1
1999,S301010,M,other,11A,ohio,0
1999,S301011,F,other,11B,ohio,0
1999,S301012,M,other,10B,michigan,0
1999,S301013,F,other,11B,illinois,0
1999,S301014,M,other,11A,ohio,0
1999,S301015,F,other,10A,new_york,0
1999,S301016,F,other,10A,new_york,1
1999,S301017,M,other,10A,new_york,0
1999,S301018,F,other,12B,new_york,0
1999,S301019,M,other,10B,ohio,0
1999,S301020,F,other,11A,texas,1
1999,S301021,M,white,11B,california,0
1999,S301022,M,white,9B,pennsylvania,0
1999,S301023,F,white,11B,texas,0
1999,S301024,M,white,12A,illinois,0
1999,S301025,F,white,9A,california,0
1999,S301026,M,white,9B,georgia,0
1999,S301027,F,white,10A,new_york,0
1999,S301028,M,white,9B,michigan,0
1999,S301029,M,white,12A,ohio,0
1999,S301030,M,white,10B,new_york,0
1999,S301031,M,white,10B,new_york,0
1999,S301032,F,white,9A,north_carolina,0
1999,S301033,M,white,9A,florida,0
1999,S301034,M,white,9A,florida,0
1999,S301035,M,white,12A,pennsylvania,0
1999,S301036,F,white,10B,new_york,0
1999,S301037,F,white,12B,illinois,0
1999,S301038,M,white,11A,california,0
1999,S301039,F,white,9B,illinois,0
1999,S301040,M,white,10A,pennsylvania,0
1999,S301041,F,white,9A,pennsylvania,0
1999,S301042,M,white,10A,new_york,0
1999,S301043,F,white,10A,illinois,0
1999,S301044,F,white,10B,new_york,0
1999,S301045,M,white,11B,pennsylvania,0
1999,S301046,F,white,9A,california,0
1999,S301047,F,white,9B,georgia,0
1999,S301048,F,white,10A,california,0
1999,S301049,F,white,10B,texas,0
